Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,
03-05-2021 14:00,05-03-2021 19:40,Bangalore,140,VEHICLE - STOLEN,43,M,Firearm,Violent Crime,3,No,
03-05-2021 15:00,06-03-2021 10:56,Ludhiana,437,SEXUAL ASSAULT,64,M,Explosives,Violent Crime,5,Yes,
03-05-2021 16:00,06-03-2021 11:24,Mumbai,480,VANDALISM,23,M,Other,Other Crime,11,Yes,
03-05-2021 17:00,05-03-2021 18:01,Surat,341,SEXUAL ASSAULT,78,F,Firearm,Violent Crime,8,No,
03-05-2021 18:00,06-03-2021 07:14,Meerut,584,VANDALISM,21,F,Blunt Object,Other Crime,5,No,
03-05-2021 19:00,06-03-2021 09:49,Bangalore,166,IDENTITY THEFT,38,M,Firearm,Violent Crime,17,Yes,
03-05-2021 20:00,06-03-2021 06:10,Bangalore,406,SHOPLIFTING,12,F,None,Other Crime,16,Yes,
03-05-2021 21:00,05-03-2021 22:37,Agra,288,IDENTITY THEFT,58,F,Knife,Violent Crime,8,Yes,
03-05-2021 22:00,05-03-2021 22:17,Jaipur,208,CYBERCRIME,77,F,None,Other Crime,5,Yes,
03-05-2021 23:00,06-03-2021 13:50,Faridabad,278,IDENTITY THEFT,52,F,Poison,Violent Crime,6,No,
03-06-2021 00:00,06-03-2021 11:59,Chennai,390,DRUG OFFENSE,46,M,Poison,Other Crime,11,No,
03-06-2021 01:00,06-03-2021 16:13,Bangalore,296,FRAUD,47,F,None,Other Crime,17,No,
03-06-2021 02:00,06-03-2021 17:06,Patna,256,EXTORTION,43,F,Other,Other Crime,15,No,
03-06-2021 03:00,06-03-2021 07:18,Thane,116,KIDNAPPING,54,F,Knife,Other Crime,5,Yes,
03-06-2021 04:00,06-03-2021 19:17,Bangalore,169,KIDNAPPING,19,F,Poison,Other Crime,4,No,
03-06-2021 05:00,06-03-2021 14:32,Ludhiana,586,EXTORTION,78,F,Blunt Object,Other Crime,3,No,
03-06-2021 06:00,07-03-2021 01:21,Ghaziabad,212,VEHICLE - STOLEN,57,F,Poison,Violent Crime,10,No,
03-06-2021 07:00,07-03-2021 06:52,Delhi,255,TRAFFIC VIOLATION,34,M,Knife,Traffic Fatality,9,Yes,
03-06-2021 08:00,07-03-2021 07:35,Lucknow,344,EXTORTION,69,M,None,Other Crime,17,Yes,
03-06-2021 09:00,06-03-2021 22:41,Bangalore,376,ASSAULT,37,F,Blunt Object,Violent Crime,12,No,
03-06-2021 10:00,07-03-2021 05:08,Delhi,275,ROBBERY,16,F,None,Violent Crime,16,Yes,
03-06-2021 11:00,06-03-2021 13:22,Hyderabad,151,SEXUAL ASSAULT,74,M,Blunt Object,Violent Crime,2,No,
03-06-2021 12:00,06-03-2021 12:33,Lucknow,190,KIDNAPPING,47,F,Knife,Other Crime,8,No,
03-06-2021 13:00,07-03-2021 02:17,Meerut,459,ASSAULT,74,M,Blunt Object,Violent Crime,6,No,
03-06-2021 14:00,07-03-2021 11:23,Hyderabad,138,SHOPLIFTING,51,F,None,Other Crime,4,No,
03-06-2021 15:00,07-03-2021 10:55,Indore,255,VANDALISM,76,F,Knife,Other Crime,8,Yes,
03-06-2021 16:00,07-03-2021 00:55,Delhi,280,KIDNAPPING,75,F,Other,Other Crime,1,No,
03-06-2021 17:00,07-03-2021 05:49,Ahmedabad,178,IDENTITY THEFT,11,M,Blunt Object,Violent Crime,4,Yes,
03-06-2021 18:00,07-03-2021 09:33,Hyderabad,115,TRAFFIC VIOLATION,30,F,Knife,Traffic Fatality,13,Yes,
03-06-2021 19:00,06-03-2021 20:58,Srinagar,164,VANDALISM,73,F,Poison,Other Crime,2,Yes,
03-06-2021 20:00,06-03-2021 20:58,Hyderabad,315,SHOPLIFTING,15,M,None,Other Crime,12,Yes,
03-06-2021 21:00,07-03-2021 18:45,Varanasi,193,FIREARM OFFENSE,47,M,None,Fire Accident,9,Yes,
03-06-2021 22:00,07-03-2021 14:16,Jaipur,508,SEXUAL ASSAULT,57,F,Firearm,Violent Crime,19,Yes,
03-06-2021 23:00,07-03-2021 02:11,Delhi,535,CYBERCRIME,21,F,Poison,Other Crime,3,No,
03-07-2021 00:00,07-03-2021 00:03,Hyderabad,534,TRAFFIC VIOLATION,36,F,None,Traffic Fatality,2,No,
03-07-2021 01:00,07-03-2021 21:49,Kolkata,523,IDENTITY THEFT,69,M,Firearm,Violent Crime,5,Yes,
03-07-2021 02:00,07-03-2021 18:01,Surat,199,CYBERCRIME,31,F,Poison,Other Crime,6,Yes,
03-07-2021 03:00,07-03-2021 13:57,Patna,155,SEXUAL ASSAULT,29,F,Knife,Violent Crime,7,Yes,
03-07-2021 04:00,07-03-2021 12:42,Chennai,524,DOMESTIC VIOLENCE,73,M,Explosives,Violent Crime,5,Yes,
03-07-2021 05:00,07-03-2021 09:32,Lucknow,233,FRAUD,69,F,Knife,Other Crime,5,Yes,
03-07-2021 06:00,07-03-2021 16:23,Delhi,306,PUBLIC INTOXICATION,32,F,Poison,Other Crime,4,No,
03-07-2021 07:00,08-03-2021 05:34,Chennai,453,DOMESTIC VIOLENCE,11,M,Blunt Object,Violent Crime,14,Yes,
03-07-2021 08:00,07-03-2021 21:59,Bangalore,243,COUNTERFEITING,16,F,Blunt Object,Other Crime,2,No,
03-07-2021 09:00,07-03-2021 17:48,Bangalore,304,PUBLIC INTOXICATION,28,F,Other,Other Crime,11,No,
03-07-2021 10:00,07-03-2021 15:59,Ahmedabad,213,VANDALISM,51,F,Other,Other Crime,14,Yes,
03-07-2021 11:00,08-03-2021 01:32,Varanasi,388,ARSON,39,M,Other,Fire Accident,17,Yes,
03-07-2021 12:00,07-03-2021 22:06,Patna,240,ARSON,46,M,Blunt Object,Fire Accident,19,No,
03-07-2021 13:00,07-03-2021 15:51,Kanpur,134,SHOPLIFTING,33,F,Poison,Other Crime,16,Yes,
03-07-2021 14:00,07-03-2021 20:17,Visakhapatnam,507,BURGLARY,56,F,Poison,Other Crime,15,No,
03-07-2021 15:00,07-03-2021 20:49,Ahmedabad,361,SHOPLIFTING,42,F,Knife,Other Crime,5,Yes,
03-07-2021 16:00,08-03-2021 13:58,Faridabad,378,TRAFFIC VIOLATION,78,F,Other,Traffic Fatality,5,Yes,
03-07-2021 17:00,08-03-2021 00:13,Bangalore,241,SEXUAL ASSAULT,22,F,None,Violent Crime,17,No,
03-07-2021 18:00,08-03-2021 06:33,Lucknow,568,DRUG OFFENSE,72,F,Explosives,Other Crime,11,No,
03-07-2021 19:00,08-03-2021 18:40,Hyderabad,478,SHOPLIFTING,26,F,Firearm,Other Crime,16,No,
03-07-2021 20:00,07-03-2021 23:07,Chennai,355,BURGLARY,39,F,Poison,Other Crime,12,Yes,
03-07-2021 21:00,08-03-2021 17:30,Delhi,403,ASSAULT,48,F,Other,Violent Crime,14,No,
03-07-2021 22:00,08-03-2021 11:28,Vasai,185,SEXUAL ASSAULT,43,F,Firearm,Violent Crime,8,Yes,
03-07-2021 23:00,08-03-2021 04:55,Delhi,307,SEXUAL ASSAULT,58,M,Explosives,Violent Crime,12,No,
03-08-2021 00:00,08-03-2021 03:35,Hyderabad,467,DRUG OFFENSE,69,F,Knife,Other Crime,6,No,
03-08-2021 01:00,08-03-2021 10:08,Thane,119,DRUG OFFENSE,38,M,Blunt Object,Other Crime,7,Yes,
03-08-2021 02:00,08-03-2021 13:03,Pune,417,VEHICLE - STOLEN,77,F,None,Violent Crime,1,No,
03-08-2021 03:00,08-03-2021 07:42,Delhi,400,BURGLARY,37,F,Firearm,Other Crime,13,No,
03-08-2021 04:00,08-03-2021 22:36,Delhi,512,VEHICLE - STOLEN,22,F,None,Violent Crime,19,No,
03-08-2021 05:00,08-03-2021 11:52,Mumbai,338,BURGLARY,68,F,Other,Other Crime,17,Yes,
03-08-2021 06:00,08-03-2021 16:29,Kolkata,229,COUNTERFEITING,65,F,None,Other Crime,12,No,
03-08-2021 07:00,08-03-2021 08:47,Ludhiana,535,ILLEGAL POSSESSION,76,F,Explosives,Other Crime,17,Yes,
03-08-2021 08:00,09-03-2021 00:36,Bangalore,537,ILLEGAL POSSESSION,69,F,Poison,Other Crime,1,No,
03-08-2021 09:00,08-03-2021 09:21,Visakhapatnam,492,FRAUD,25,F,None,Other Crime,18,No,
03-08-2021 10:00,08-03-2021 12:15,Varanasi,266,ARSON,29,F,None,Fire Accident,3,Yes,
03-08-2021 11:00,08-03-2021 14:22,Bangalore,371,KIDNAPPING,10,F,Explosives,Other Crime,4,No,
03-08-2021 12:00,09-03-2021 04:26,Srinagar,148,ASSAULT,54,F,Other,Violent Crime,15,No,
03-08-2021 13:00,08-03-2021 17:17,Delhi,231,VANDALISM,56,M,Poison,Other Crime,7,No,
03-08-2021 14:00,08-03-2021 16:19,Delhi,152,PUBLIC INTOXICATION,71,F,Poison,Other Crime,11,Yes,
03-08-2021 15:00,09-03-2021 05:10,Jaipur,496,CYBERCRIME,14,M,Firearm,Other Crime,17,No,
03-08-2021 16:00,09-03-2021 12:43,Surat,358,COUNTERFEITING,55,M,Other,Other Crime,13,Yes,
03-08-2021 17:00,09-03-2021 08:39,Kanpur,100,ROBBERY,26,F,Explosives,Violent Crime,19,No,
03-08-2021 18:00,09-03-2021 16:28,Agra,408,VANDALISM,67,F,Poison,Other Crime,1,Yes,
03-08-2021 19:00,09-03-2021 02:48,Jaipur,157,VANDALISM,46,M,Explosives,Other Crime,10,No,
03-08-2021 20:00,09-03-2021 13:14,Mumbai,281,DOMESTIC VIOLENCE,73,M,Knife,Violent Crime,17,Yes,
03-08-2021 21:00,09-03-2021 17:08,Mumbai,248,ILLEGAL POSSESSION,37,F,Other,Other Crime,13,Yes,
03-08-2021 22:00,09-03-2021 10:16,Surat,216,SHOPLIFTING,40,F,Firearm,Other Crime,6,No,
03-08-2021 23:00,09-03-2021 15:05,Mumbai,234,COUNTERFEITING,11,F,None,Other Crime,7,Yes,
03-09-2021 00:00,09-03-2021 06:14,Delhi,485,ASSAULT,67,F,Firearm,Violent Crime,6,No,
03-09-2021 01:00,09-03-2021 03:30,Delhi,336,ASSAULT,34,F,Firearm,Violent Crime,18,Yes,
03-09-2021 02:00,09-03-2021 12:34,Mumbai,394,SHOPLIFTING,57,M,Poison,Other Crime,1,Yes,
03-09-2021 03:00,09-03-2021 16:22,Jaipur,526,FIREARM OFFENSE,10,F,Explosives,Fire Accident,9,No,
03-09-2021 04:00,09-03-2021 17:16,Chennai,116,ROBBERY,79,M,Knife,Violent Crime,16,Yes,
03-09-2021 05:00,09-03-2021 18:09,Chennai,329,TRAFFIC VIOLATION,54,F,Poison,Traffic Fatality,10,Yes,
03-09-2021 06:00,09-03-2021 19:09,Ahmedabad,126,VANDALISM,69,F,Explosives,Other Crime,7,Yes,
03-09-2021 07:00,09-03-2021 18:12,Patna,430,ARSON,34,F,Poison,Fire Accident,15,Yes,
03-09-2021 08:00,09-03-2021 19:11,Hyderabad,518,BURGLARY,71,F,Other,Other Crime,9,No,
03-09-2021 09:00,09-03-2021 15:25,Pune,512,SHOPLIFTING,45,M,None,Other Crime,2,No,
03-09-2021 10:00,10-03-2021 01:14,Mumbai,416,EXTORTION,45,F,Blunt Object,Other Crime,13,Yes,
03-09-2021 11:00,10-03-2021 01:45,Ahmedabad,556,IDENTITY THEFT,72,F,Firearm,Violent Crime,13,Yes,
03-09-2021 12:00,10-03-2021 05:57,Mumbai,324,TRAFFIC VIOLATION,17,F,Blunt Object,Traffic Fatality,8,Yes,
03-09-2021 13:00,10-03-2021 01:36,Chennai,189,IDENTITY THEFT,32,F,None,Violent Crime,17,No,
03-09-2021 14:00,10-03-2021 02:29,Bangalore,329,DRUG OFFENSE,75,M,Other,Other Crime,18,No,
03-09-2021 15:00,10-03-2021 05:38,Chennai,294,KIDNAPPING,32,F,Firearm,Other Crime,17,Yes,
03-09-2021 16:00,10-03-2021 08:38,Surat,399,HOMICIDE,63,F,Blunt Object,Other Crime,12,No,
03-09-2021 17:00,09-03-2021 18:55,Lucknow,211,TRAFFIC VIOLATION,38,F,Blunt Object,Traffic Fatality,16,No,
03-09-2021 18:00,10-03-2021 10:59,Agra,229,DRUG OFFENSE,15,M,Blunt Object,Other Crime,12,Yes,
03-09-2021 19:00,09-03-2021 20:05,Hyderabad,578,TRAFFIC VIOLATION,40,F,Explosives,Traffic Fatality,15,Yes,
03-09-2021 20:00,10-03-2021 11:17,Pune,160,ASSAULT,22,M,Knife,Violent Crime,12,No,
03-09-2021 21:00,10-03-2021 12:05,Delhi,168,ROBBERY,66,M,None,Violent Crime,12,No,
03-09-2021 22:00,10-03-2021 05:10,Nagpur,241,DOMESTIC VIOLENCE,60,F,Other,Violent Crime,15,No,
03-09-2021 23:00,10-03-2021 17:36,Vasai,180,VANDALISM,49,F,Explosives,Other Crime,19,Yes,
03-10-2021 00:00,10-03-2021 14:02,Hyderabad,171,SEXUAL ASSAULT,69,F,Knife,Violent Crime,3,No,
03-10-2021 01:00,10-03-2021 05:58,Delhi,405,SHOPLIFTING,48,F,None,Other Crime,13,Yes,
03-10-2021 02:00,10-03-2021 11:58,Kolkata,109,FRAUD,50,F,Poison,Other Crime,15,No,
03-10-2021 03:00,10-03-2021 04:28,Delhi,563,EXTORTION,32,F,Firearm,Other Crime,1,Yes,
03-10-2021 04:00,10-03-2021 06:58,Hyderabad,433,CYBERCRIME,56,M,Explosives,Other Crime,18,No,
03-10-2021 05:00,11-03-2021 00:31,Kolkata,245,SEXUAL ASSAULT,37,F,None,Violent Crime,5,Yes,
03-10-2021 06:00,10-03-2021 09:06,Hyderabad,248,FIREARM OFFENSE,40,M,None,Fire Accident,18,Yes,
03-10-2021 07:00,10-03-2021 19:08,Bangalore,319,CYBERCRIME,74,F,None,Other Crime,4,No,
03-10-2021 08:00,10-03-2021 21:43,Agra,447,EXTORTION,32,M,Other,Other Crime,9,Yes,
03-10-2021 09:00,10-03-2021 12:36,Lucknow,572,HOMICIDE,33,F,Knife,Other Crime,18,No,
03-10-2021 10:00,10-03-2021 14:51,Mumbai,425,HOMICIDE,68,F,Other,Other Crime,18,Yes,
03-10-2021 11:00,10-03-2021 11:40,Delhi,231,COUNTERFEITING,28,F,Knife,Other Crime,5,Yes,
03-10-2021 12:00,11-03-2021 04:26,Chennai,551,ILLEGAL POSSESSION,40,F,Knife,Other Crime,7,Yes,
03-10-2021 13:00,11-03-2021 01:00,Kolkata,282,ILLEGAL POSSESSION,20,F,Firearm,Other Crime,14,No,
03-10-2021 14:00,11-03-2021 08:03,Kanpur,460,KIDNAPPING,44,F,None,Other Crime,2,Yes,
03-10-2021 15:00,11-03-2021 05:42,Hyderabad,228,FIREARM OFFENSE,36,F,Poison,Fire Accident,15,Yes,
03-10-2021 16:00,10-03-2021 22:56,Patna,256,TRAFFIC VIOLATION,16,F,Other,Traffic Fatality,9,No,
03-10-2021 17:00,10-03-2021 22:22,Hyderabad,266,DRUG OFFENSE,34,F,Poison,Other Crime,7,No,
03-10-2021 18:00,11-03-2021 02:45,Delhi,332,DRUG OFFENSE,55,M,None,Other Crime,14,Yes,
03-10-2021 19:00,11-03-2021 08:35,Chennai,467,VANDALISM,41,F,Firearm,Other Crime,1,Yes,
03-10-2021 20:00,11-03-2021 16:46,Meerut,444,BURGLARY,54,M,Firearm,Other Crime,5,No,
03-10-2021 21:00,11-03-2021 05:27,Pune,578,ROBBERY,44,M,Explosives,Violent Crime,8,No,
03-10-2021 22:00,11-03-2021 03:17,Patna,415,CYBERCRIME,17,F,None,Other Crime,3,No,
03-10-2021 23:00,11-03-2021 17:45,Mumbai,233,DOMESTIC VIOLENCE,48,M,Knife,Violent Crime,19,No,
03-11-2021 00:00,11-03-2021 12:35,Chennai,299,HOMICIDE,59,F,Firearm,Other Crime,19,Yes,
03-11-2021 01:00,11-03-2021 19:29,Kanpur,312,KIDNAPPING,33,F,Knife,Other Crime,5,No,
03-11-2021 02:00,11-03-2021 21:53,Hyderabad,115,PUBLIC INTOXICATION,14,F,None,Other Crime,16,No,
03-11-2021 03:00,11-03-2021 18:57,Hyderabad,407,PUBLIC INTOXICATION,20,F,Other,Other Crime,4,Yes,
03-11-2021 04:00,11-03-2021 12:21,Mumbai,146,ROBBERY,21,F,None,Violent Crime,3,Yes,
03-11-2021 05:00,11-03-2021 16:33,Delhi,410,PUBLIC INTOXICATION,67,F,Blunt Object,Other Crime,10,No,
03-11-2021 06:00,11-03-2021 15:36,Mumbai,146,VEHICLE - STOLEN,25,M,Poison,Violent Crime,10,Yes,
03-11-2021 07:00,11-03-2021 17:42,Chennai,586,ARSON,44,F,Explosives,Fire Accident,9,No,
03-11-2021 08:00,11-03-2021 18:22,Delhi,346,DRUG OFFENSE,11,M,None,Other Crime,7,Yes,
03-11-2021 09:00,11-03-2021 09:16,Surat,154,DRUG OFFENSE,66,M,Explosives,Other Crime,3,No,
03-11-2021 10:00,11-03-2021 23:17,Delhi,491,ILLEGAL POSSESSION,44,M,Firearm,Other Crime,7,Yes,
03-11-2021 11:00,11-03-2021 20:14,Bangalore,295,ILLEGAL POSSESSION,38,F,Knife,Other Crime,19,No,
03-11-2021 12:00,12-03-2021 05:06,Delhi,146,VANDALISM,74,M,Blunt Object,Other Crime,7,No,
03-11-2021 13:00,12-03-2021 04:25,Kolkata,513,DOMESTIC VIOLENCE,72,M,Knife,Violent Crime,13,No,
03-11-2021 14:00,11-03-2021 16:52,Kolkata,374,ASSAULT,41,F,Explosives,Violent Crime,1,No,
03-11-2021 15:00,11-03-2021 20:08,Delhi,138,IDENTITY THEFT,49,F,Explosives,Violent Crime,19,Yes,
03-11-2021 16:00,11-03-2021 18:59,Mumbai,233,ARSON,51,F,Blunt Object,Fire Accident,14,No,
03-11-2021 17:00,12-03-2021 13:31,Chennai,568,SHOPLIFTING,53,F,Explosives,Other Crime,19,Yes,
03-11-2021 18:00,12-03-2021 03:34,Ludhiana,214,FRAUD,77,F,Other,Other Crime,15,Yes,
03-11-2021 19:00,12-03-2021 14:29,Bangalore,449,FIREARM OFFENSE,29,M,Explosives,Fire Accident,5,Yes,
03-11-2021 20:00,12-03-2021 13:44,Chennai,401,ARSON,50,F,Blunt Object,Fire Accident,19,No,
03-11-2021 21:00,11-03-2021 22:40,Delhi,574,SHOPLIFTING,75,F,Blunt Object,Other Crime,8,Yes,
03-11-2021 22:00,12-03-2021 11:45,Agra,289,DRUG OFFENSE,55,F,Knife,Other Crime,11,Yes,
03-11-2021 23:00,12-03-2021 08:15,Faridabad,528,BURGLARY,43,F,Poison,Other Crime,14,No,
03-12-2021 00:00,12-03-2021 17:06,Mumbai,571,ILLEGAL POSSESSION,73,F,Firearm,Other Crime,12,No,
03-12-2021 01:00,12-03-2021 20:33,Chennai,485,ARSON,11,M,Blunt Object,Fire Accident,10,No,
03-12-2021 02:00,12-03-2021 16:01,Delhi,212,FRAUD,13,M,Poison,Other Crime,18,Yes,
03-12-2021 03:00,13-03-2021 00:25,Mumbai,233,FIREARM OFFENSE,31,F,Poison,Fire Accident,18,No,
03-12-2021 04:00,12-03-2021 06:24,Jaipur,482,HOMICIDE,61,F,Other,Other Crime,14,No,
03-12-2021 05:00,12-03-2021 17:08,Pune,233,ASSAULT,12,M,None,Violent Crime,8,Yes,
03-12-2021 06:00,12-03-2021 17:57,Delhi,137,IDENTITY THEFT,65,F,Explosives,Violent Crime,1,No,
03-12-2021 07:00,12-03-2021 19:26,Pune,261,ARSON,31,F,None,Fire Accident,1,Yes,
03-12-2021 08:00,13-03-2021 05:57,Delhi,485,FRAUD,45,M,Knife,Other Crime,3,Yes,
03-12-2021 09:00,12-03-2021 14:04,Kolkata,501,KIDNAPPING,75,M,Poison,Other Crime,1,No,
03-12-2021 10:00,12-03-2021 17:29,Ludhiana,340,PUBLIC INTOXICATION,60,F,Firearm,Other Crime,14,No,
03-12-2021 11:00,13-03-2021 07:43,Pune,511,ASSAULT,55,F,Knife,Violent Crime,2,Yes,
03-12-2021 12:00,13-03-2021 03:55,Mumbai,143,VEHICLE - STOLEN,74,M,Poison,Violent Crime,17,No,
03-12-2021 13:00,12-03-2021 15:56,Hyderabad,241,ROBBERY,33,F,Knife,Violent Crime,1,Yes,
03-12-2021 14:00,12-03-2021 17:32,Jaipur,247,ROBBERY,73,F,None,Violent Crime,5,No,
03-12-2021 15:00,13-03-2021 03:25,Bangalore,143,VANDALISM,47,F,None,Other Crime,14,Yes,
03-12-2021 16:00,13-03-2021 01:51,Bangalore,354,PUBLIC INTOXICATION,45,M,Knife,Other Crime,4,Yes,
03-12-2021 17:00,13-03-2021 12:24,Delhi,571,KIDNAPPING,48,M,Poison,Other Crime,12,Yes,
03-12-2021 18:00,12-03-2021 20:32,Pune,155,TRAFFIC VIOLATION,26,F,Knife,Traffic Fatality,12,Yes,
03-12-2021 19:00,13-03-2021 14:10,Bangalore,522,SEXUAL ASSAULT,58,F,Other,Violent Crime,15,Yes,
03-12-2021 20:00,13-03-2021 12:27,Hyderabad,468,FRAUD,21,F,Other,Other Crime,13,Yes,
03-12-2021 21:00,13-03-2021 03:06,Hyderabad,597,VEHICLE - STOLEN,76,F,None,Violent Crime,4,No,
03-12-2021 22:00,12-03-2021 23:54,Bangalore,502,TRAFFIC VIOLATION,34,F,Explosives,Traffic Fatality,13,Yes,
03-12-2021 23:00,13-03-2021 03:45,Ahmedabad,533,SEXUAL ASSAULT,70,M,Firearm,Violent Crime,6,No,
03-13-2021 00:00,13-03-2021 20:15,Jaipur,490,FIREARM OFFENSE,19,M,None,Fire Accident,17,No,
03-13-2021 01:00,13-03-2021 21:58,Bangalore,532,ARSON,17,M,Knife,Fire Accident,10,No,
03-13-2021 02:00,13-03-2021 12:37,Delhi,354,FIREARM OFFENSE,60,M,Firearm,Fire Accident,19,No,
03-13-2021 03:00,13-03-2021 03:18,Bangalore,557,PUBLIC INTOXICATION,19,M,None,Other Crime,7,No,
03-13-2021 04:00,13-03-2021 14:47,Delhi,584,FIREARM OFFENSE,49,M,Poison,Fire Accident,14,No,
03-13-2021 05:00,13-03-2021 06:19,Indore,497,IDENTITY THEFT,28,F,Explosives,Violent Crime,1,Yes,
03-13-2021 06:00,13-03-2021 17:51,Lucknow,581,VEHICLE - STOLEN,59,F,Firearm,Violent Crime,16,Yes,
03-13-2021 07:00,13-03-2021 11:14,Thane,550,DRUG OFFENSE,66,F,Firearm,Other Crime,2,Yes,
03-13-2021 08:00,13-03-2021 18:20,Ahmedabad,206,DOMESTIC VIOLENCE,29,F,Poison,Violent Crime,16,No,
03-13-2021 09:00,13-03-2021 19:23,Pune,325,ROBBERY,12,F,Poison,Violent Crime,15,Yes,
03-13-2021 10:00,13-03-2021 17:32,Varanasi,174,DRUG OFFENSE,43,M,Blunt Object,Other Crime,4,No,
03-13-2021 11:00,13-03-2021 12:21,Chennai,462,ASSAULT,15,M,Explosives,Violent Crime,14,No,
03-13-2021 12:00,14-03-2021 05:30,Chennai,139,SHOPLIFTING,35,F,Explosives,Other Crime,2,No,
03-13-2021 13:00,14-03-2021 07:35,Nagpur,114,EXTORTION,53,F,Firearm,Other Crime,14,No,
03-13-2021 14:00,14-03-2021 04:23,Lucknow,239,ROBBERY,71,M,Firearm,Violent Crime,13,No,
03-13-2021 15:00,13-03-2021 16:26,Bangalore,304,CYBERCRIME,12,F,Other,Other Crime,17,No,
03-13-2021 16:00,14-03-2021 00:57,Bangalore,198,VEHICLE - STOLEN,59,F,Blunt Object,Violent Crime,12,Yes,
03-13-2021 17:00,14-03-2021 04:33,Pune,543,DRUG OFFENSE,50,M,Knife,Other Crime,1,No,
03-13-2021 18:00,14-03-2021 16:27,Mumbai,580,IDENTITY THEFT,40,F,Firearm,Violent Crime,11,No,
03-13-2021 19:00,14-03-2021 03:42,Kolkata,529,ASSAULT,32,F,Firearm,Violent Crime,5,No,
03-13-2021 20:00,14-03-2021 03:28,Kolkata,304,FIREARM OFFENSE,43,M,Explosives,Fire Accident,10,No,
03-13-2021 21:00,14-03-2021 02:52,Mumbai,237,HOMICIDE,45,F,Knife,Other Crime,10,Yes,
03-13-2021 22:00,14-03-2021 20:38,Delhi,443,IDENTITY THEFT,51,F,None,Violent Crime,7,No,
03-13-2021 23:00,14-03-2021 06:55,Kanpur,484,FIREARM OFFENSE,17,M,Firearm,Fire Accident,12,Yes,
03-14-2021 00:00,14-03-2021 10:40,Hyderabad,307,PUBLIC INTOXICATION,55,F,Poison,Other Crime,19,Yes,
03-14-2021 01:00,14-03-2021 14:29,Bhopal,558,PUBLIC INTOXICATION,68,F,Firearm,Other Crime,8,Yes,
03-14-2021 02:00,14-03-2021 21:18,Srinagar,565,EXTORTION,16,M,Blunt Object,Other Crime,17,No,
03-14-2021 03:00,14-03-2021 23:26,Kanpur,390,IDENTITY THEFT,57,M,Explosives,Violent Crime,1,No,
03-14-2021 04:00,14-03-2021 09:40,Hyderabad,436,ROBBERY,76,F,None,Violent Crime,16,No,
03-14-2021 05:00,14-03-2021 13:51,Lucknow,539,FIREARM OFFENSE,60,F,Knife,Fire Accident,11,Yes,
03-14-2021 06:00,14-03-2021 09:21,Srinagar,375,PUBLIC INTOXICATION,35,F,Firearm,Other Crime,13,Yes,
03-14-2021 07:00,14-03-2021 11:07,Hyderabad,337,HOMICIDE,54,F,Blunt Object,Other Crime,8,Yes,
03-14-2021 08:00,14-03-2021 14:29,Nagpur,493,TRAFFIC VIOLATION,15,M,Knife,Traffic Fatality,16,Yes,
03-14-2021 09:00,15-03-2021 00:14,Bangalore,321,FIREARM OFFENSE,58,M,None,Fire Accident,18,No,
03-14-2021 10:00,14-03-2021 22:34,Hyderabad,376,ARSON,17,F,Other,Fire Accident,7,No,
03-14-2021 11:00,14-03-2021 23:40,Bangalore,262,HOMICIDE,27,F,Other,Other Crime,1,No,
03-14-2021 12:00,15-03-2021 07:50,Mumbai,175,VANDALISM,21,F,Firearm,Other Crime,6,Yes,
03-14-2021 13:00,15-03-2021 02:27,Rajkot,474,VANDALISM,19,M,Poison,Other Crime,3,No,
03-14-2021 14:00,15-03-2021 13:18,Delhi,145,SHOPLIFTING,61,M,Firearm,Other Crime,2,No,
03-14-2021 15:00,15-03-2021 02:46,Kanpur,164,TRAFFIC VIOLATION,46,M,Other,Traffic Fatality,4,Yes,
03-14-2021 16:00,14-03-2021 19:27,Delhi,137,KIDNAPPING,19,F,Other,Other Crime,1,No,
03-14-2021 17:00,14-03-2021 20:56,Hyderabad,176,ROBBERY,33,M,Poison,Violent Crime,8,Yes,
03-14-2021 18:00,15-03-2021 17:31,Delhi,485,TRAFFIC VIOLATION,71,F,Knife,Traffic Fatality,8,Yes,
03-14-2021 19:00,14-03-2021 20:04,Jaipur,425,VANDALISM,61,F,Other,Other Crime,8,No,
03-14-2021 20:00,15-03-2021 18:23,Kanpur,485,CYBERCRIME,16,F,Explosives,Other Crime,16,No,
03-14-2021 21:00,15-03-2021 03:07,Chennai,556,BURGLARY,38,F,Poison,Other Crime,16,No,
03-14-2021 22:00,15-03-2021 01:27,Mumbai,157,ASSAULT,18,F,Knife,Violent Crime,13,No,
03-14-2021 23:00,15-03-2021 02:17,Jaipur,199,FIREARM OFFENSE,49,M,None,Fire Accident,14,Yes,
03-15-2021 00:00,15-03-2021 16:16,Bangalore,590,PUBLIC INTOXICATION,28,M,Knife,Other Crime,16,No,
03-15-2021 01:00,16-03-2021 00:26,Visakhapatnam,180,DRUG OFFENSE,52,F,Other,Other Crime,5,No,
03-15-2021 02:00,15-03-2021 22:59,Bhopal,164,SHOPLIFTING,60,F,Poison,Other Crime,9,Yes,
03-15-2021 03:00,16-03-2021 02:00,Ahmedabad,148,TRAFFIC VIOLATION,79,M,Knife,Traffic Fatality,3,No,
